name,format,success
2526076 Comment Message,,FALSE
2526076 Sentiment multiplied by no. likes to comment,mm,TRUE
2526119 Fake Time,MM:yy a,TRUE
2526201 Time devoted to leisure and personal care,ss.SS,TRUE
2526303 mes aÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ±o,MM yyyy,TRUE
2526395 Date document,dd/MM/yy,TRUE
2526395 Date NdS,dd/MM/yy,TRUE
2526538 Arrival Time,HH:mm,TRUE
2526538 Billable Time(Min),mm,TRUE
2526538 Date,dd/MM/yyyy,TRUE
2526538 originaldate,dd/MM/yyyy hh:mm:ss a,TRUE
2526538 PrevDate,yyyy.MM.dd,TRUE
2526538 prevtime,HH:mm:ss,TRUE
2526538 timediff,mm,TRUE
2526621 Latest release date,dd/MM/yy,TRUE
2526648 Domestic Gross,,FALSE
2526648 Release Date,MM/dd/yy,TRUE
2526673 0 meses (0 dÃ_Â€ÂŒÃ«_as),mm,TRUE
2526673 0.1 a 0.5 meses (1-15 dÃ_Â€ÂŒÃ«_as),mm,TRUE
2526673 0.6 a 1 meses (16-30 dÃ_Â€ÂŒÃ«_as),dd,TRUE
2526673 1.1 a 2.9 meses (31-90 dÃ_Â€ÂŒÃ«_as),mm,TRUE
2526673 3 a 5.9 meses (91-180 dÃ_Â€ÂŒÃ«_as),yy,TRUE
2526673 6 meses o mÃ_Â€ÂŒÃ«Ã_Â€ÂŒÂÅs (mayor a 180 dÃ_Â€ÂŒÃ«_as),yy,TRUE
2526673 Meses de Existencia Disponible,HH.mm,TRUE
2526898 createdOn,EEE MMM dd HH:mm:ss zzz yyyy,TRUE
2526931 MESES LEGISLANDO EN EL PERÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂçODO A ANALIZAR,mm,TRUE
2526934 Data da Compra,dd/MM/yyyy,TRUE
2526934 Data de Cadastro,dd/MM/yyyy,TRUE
2526934 Data do Registro,dd/MM/yyyy,TRUE
2526956 Data de Nascimento,dd/MM/yyyy,TRUE
2526956 Data Entrada,yyyy-MM-dd HH:mm:ss.SSS,TRUE
2526956 Data Item,yyyy-MM-dd HH:mm:ss.SSS,TRUE
2526956 Data SaÃ_Â€ÂŒÃ«_da,yyyy-MM-dd HH:mm:ss.SSS,TRUE
2527059 Number of times Jess went to MFD with them,mm,TRUE
2527097 Monthly,HHmmss.SS,TRUE
2527097 No. of months,MM,TRUE
2527097 Yearly based on monthly,HHmmss.SS,TRUE
2527115 Gent LAK.G1_Hoofdteller (kWh),ss.SS,TRUE
2527115 Gent LAK.W1_Hoofdteller (m3),ss.SS,TRUE
2527177 Group time  Cognitive and Cognition-related Tests,mmss.SS,TRUE
2527177 Group time  Questions,mmss.SS,TRUE
2527177 Group time  Self-report Personality Inventories,mmss.SS,TRUE
2527177 Total time,HHmmss.SS,TRUE
2527263 time,yyyy,TRUE
2527329 AverageTotalTimeByVisitor,yyyy,TRUE
2527329 Month,MM,TRUE
2527329 Total Time (copy),ss.SS,TRUE
2527329 TotalTime,yyyy,TRUE
2527329 TotalTimeMinPAYD (copy 2),ss.SS,TRUE
2527329 TotalTimeMinPAYD (copy),ss.SS,TRUE
"2527337 % of the times they went to MFD, that it was with Jess",ss.SS,TRUE
2527337 No. of times Jess didn't go to MFD while they were at Relate,dd,TRUE
2527337 No. of times Jess went to MFD while they were at Relate,mm,TRUE
2527337 No. of times they went to MFD when Jess didn't,MM,TRUE
2527363 Date and Time,MM/dd/yyyy HH:mm,TRUE
2527363 Time Period,,FALSE
2527433 DATE,dd-MMM-yy,TRUE
2527433 FECHA_CORTE,dd/MM/yyyy,TRUE
2527433 MES_CORTE,MM,TRUE
2527446 dateTime(%H),dd,TRUE
2527544 Investimento,mmss.SS,TRUE
2527545 Date,,FALSE
2527559 drive_time,yymin,TRUE
2527702 Dates Range,yyyy,TRUE
2527738 Revenue  month,,FALSE
2527829 Volume Sales  month,< HHmm Cases,TRUE
2527846 Calendar Month Year,MM.yyyy,TRUE
2527846 Data Source,,FALSE
2527846 Month,MMM yyyy,TRUE
2527846 Number of times run,MMyy,TRUE
2527863 Month,MMMM,TRUE
2527984 DTCs,,FALSE
2527984 DTC_CNT,dd,TRUE
2527984 ExtraData,Oil Life Remaining: yy%,TRUE
2527998 FC01 Data,FCyy Data,TRUE
2528043 Created,yyyy-MM-dd HH:mm:ss.SSS,TRUE
2528045 T10_4_DT,MMyy,TRUE
2528045 T10_4_ODNDT,mmss,TRUE
2528045 T10_4_PDT,yyyy,TRUE
2528045 T3_3DT,MMyy,TRUE
2528046 Landkreis kreisfreie Stadt Regierungsbezirk ,,FALSE
2528048 Date,ddth MMMM yyyy,TRUE
2528105 Domestic,ss.SS,TRUE
2528112 Max. elapsed_time_sec,ss.SS,TRUE
2528132 INACTIVE_DATE in SMF,dd-MMM-yy,TRUE
2528146 AverageTime,MMyy,TRUE
2528146 AverageTotalTimeByVisitor,yyyy,TRUE
2528146 Month,MM,TRUE
2528146 Total Time (copy),ss.SS,TRUE
2528146 TotalTime,yyyy,TRUE
2528146 TotalTimeMinPAYD (copy 2),ss.SS,TRUE
2528146 TotalTimeMinPAYD (copy),ss.SS,TRUE
2528154 Time Period,yyyy,TRUE
2528207 Time Period,,FALSE
2528234 Meses,MMM,TRUE
2528372 Time Period,MMM yyyy,TRUE
2528431 Month,MMM-yy,TRUE
2528431 People on CPA for 12 months with CPA review,yy,TRUE
2528431 People on CPA for 12 months,yy,TRUE
2528491 2000 Travel Time to Work in Minutes,mm to ss,TRUE
2528581 date,yyyy-MM-dd-HH:mm:ss,TRUE
2528581 Previous Timecode (groupe),yyyy,TRUE
2528581 previous_timecode,yyyy,TRUE
2528581 timecode,yyyy,TRUE
2528614 Timeliness,MM.yy,TRUE
2528645 Data Final,dd/MM/yyyy,TRUE
2528645 Data Inicial,dd/MM/yyyy,TRUE
2528645 PrevisÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ£o nÃ_Â€ÂŒÂ«Ã_Â‰ÂŒ_ Exames,,FALSE
2528652 time,yyyy.MM.dd HH:mm:ss,TRUE
2528697 Time (Academic Term),,FALSE
2528811 Data Final,dd/MM/yyyy,TRUE
2528833 Data Final,dd/MM/yyyy,TRUE
2528903 Month,MMMM,TRUE
2528991 Time,yyyy,TRUE
2529059 RECORDDATE,HH:mm.ss,TRUE
2529134 Date,yyyy-MM-dd HH:mm:ss,TRUE
2529211 Training Time (min),ss.SS,TRUE
2529244 ODTT15,MMyy,TRUE
2529285 Limes Disease,MM,TRUE
2529309 CLM_CLOS_ACCT_DT,yyyyMM,TRUE
2529319 Date Range,yyyy,TRUE
2529565 Close (WeeklyData),mmss.SS,TRUE
2529565 Date (WeeklyData),MM/dd/yyyy,TRUE
2529565 Low (WeeklyData),mmss.SS,TRUE
2529565 Symbol (WeeklyData),,FALSE
2529591 Data Element,,FALSE
2529591 Data Score,yy,TRUE
2529695 Week to Date,HHmm,TRUE
2529695 Year to Date,MMyy,TRUE
2529721 Open from Last month,,FALSE
2529721 SubmitDateSet,,FALSE
2529833 Question 1 Respond Date,,FALSE
2529970 MONTH,MMMM,TRUE
2530083 data,,FALSE
2530163 Number Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 1.38 to 1.99 of poverty threshold,yyyy,TRUE
2530163 Number Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 2.00 of poverty threshold and over,yyyy,TRUE
2530163 Number Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population f,yyyy,TRUE
2530163 Number Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Under 1.38 of poverty threshold,yyyy,TRUE
"2530163 Number Uninsured; Estimate; WORK EXPERIENCE - Worked full-time, year round in the past 12 months",yyyy,TRUE
2530163 Number Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 1.38 to 1.99 of poverty threshold,MMyy,TRUE
2530163 Number Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 2.00 of poverty threshold and over,MMyy,TRUE
2530163 Number Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Under 1.38 of poverty threshold,MMyy,TRUE
"2530163 Number Uninsured; Margin of Error; WORK EXPERIENCE - Worked full-time, year round in the past 12 months",MMyy,TRUE
"2530163 Number Uninsured; Margin of Error; WORK EXPERIENCE - Worked less than full-time, year round in the past 12 months",MMyy,TRUE
2530163 Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 1.38 to 1.99 of poverty threshold,yy.MM,TRUE
2530163 Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 2.00 of poverty threshold and over,mmss.SS,TRUE
2530163 Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population ,ss.SS,TRUE
2530163 Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Under 1.38 of poverty threshold,yy.MM,TRUE
"2530163 Percent Uninsured; Estimate; WORK EXPERIENCE - Worked full-time, year round in the past 12 months",mmss.SS,TRUE
"2530163 Percent Uninsured; Estimate; WORK EXPERIENCE - Worked less than full-time, year round in the past 12 months",mmss.SS,TRUE
2530163 Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 1.38 to 1.99 of poverty threshold,yy.MM,TRUE
2530163 Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 2.00 of poverty threshold and over,mmss.SS,TRUE
2530163 Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Under 1.38 of poverty threshold,yy.MM,TRUE
"2530163 Percent Uninsured; Margin of Error; WORK EXPERIENCE - Worked full-time, year round in the past 12 months",mmss.SS,TRUE
2530163 Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 1.38 to 1.99 of poverty threshold,yyyy,TRUE
2530163 Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom pov,HHmmss,TRUE
2530163 Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Under 1.38 of poverty threshold,yyyy,TRUE
"2530163 Total; Estimate; WORK EXPERIENCE - Worked full-time, year round in the past 12 months",yyyy,TRUE
"2530163 Total; Estimate; WORK EXPERIENCE - Worked less than full-time, year round in the past 12 months",yyyy,TRUE
2530163 Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 1.38 to 1.99 of poverty threshold,MMyy,TRUE
2530163 Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - 2.00 of poverty threshold and over,yyyy,TRUE
2530163 Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for w,yyyy,TRUE
2530163 Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Under 1.38 of poverty threshold,MMyy,TRUE
"2530163 Total; Margin of Error; WORK EXPERIENCE - Worked full-time, year round in the past 12 months",MMyy,TRUE
"2530163 Total; Margin of Error; WORK EXPERIENCE - Worked less than full-time, year round in the past 12 months",MMyy,TRUE
2530332 timestamp,MM/dd/yyyy@hh:mm:ss.SSS a,TRUE
2530416 Contesting Candidates,,FALSE
2530489 2GB.AVG_TimeTakenMS,mmss.SS,TRUE
2530489 4GB.AVG_TimeTakenMS,mmss.SS,TRUE
2530489 8GB.AVG_TimeTakenMS,mmss.SS,TRUE
2530489 Prod.AVG_TimeTakenMS,mmss.SS,TRUE
2530675 Candidates,,FALSE
2530743 Start date,MM/dd/yyyy HH:mm,TRUE
2530747 Data,yyyyMMdd,TRUE
2530790 GENE NAMES,RPSyy,TRUE
2530790 PROTEIN NAMES,mmS ribosomal protein Sss,TRUE
2530791 Std. Processing Time,,FALSE
2530800 Actual Elapsed Time,MMyy,TRUE
2530800 Air Time,MMyy,TRUE
2530800 Scheduled Arrival Time,HHmm,TRUE
2530800 Scheduled Elapsed Time,MMyy,TRUE
2530876 SSN amount per month in thousands $,MMyyyy,TRUE
2530960 DATE,yyyy,TRUE
2530960 DVDT,ss.SS,TRUE
2530960 DVDTLOWER,HH.mm,TRUE
2530960 DVDTREF,Moutou yyyy,TRUE
2530960 DVDTURL,,FALSE
2530968 Investimenti per addetto (mgl),ss.SS,TRUE
2531064 X.APPL.VIS.DATE,,FALSE
2531102 Mestizo,yy,TRUE
2531132 Geodata,,FALSE
2531253 Month,yy_MMM,TRUE
2531263 WIG20 w ExpirationDate,HHmmss.SS,TRUE
2531267 data,,FALSE
2531440 Homes rented,mmss.SS,TRUE
"2531454 , Data for Figure 2. Alcohol-specific Hospital Admission Rates for Under 18s, London boroughs, 2006 07 to 2008 09Rate per 100,0",mmss.SS,TRUE
"2531454 Data for Chart 3. Mothers Who Start Breastfeeding, London Primary Care Trusts, 2008 09, percentage",ss.SS,TRUE
"2531454 Data for Chart 6. Year 6 Children at Risk of Being Obese, London Primary Care Trusts, 2008 09, percentages, Year 6",HH.mm,TRUE
"2531454 Data for Chart 6. Year 6 Children at Risk of Being Obese, London Primary Care Trusts, 2008 09, percentages",,FALSE
2531472 Date,yyyy QQQ,TRUE
2531481 Date,yyyy QQQ,TRUE
2531537 12 Month Projection (DCA),ss.SS,TRUE
2531537 12 Month Projection (LS),ss.SS,TRUE
2531539 tbill_3month_rate,ss.SS,TRUE
2531624 Std Processing Time,ss.SS,TRUE
2531704 ID_FECHA,MMyy,TRUE
2531731 Time,HHmmss,TRUE
2531742 CREATEDDATEONLYNOTIME,MM/dd/yyyy,TRUE
2531742 MESSAGE TONE CAT,,FALSE
2531774 Month Year,"MMM, yyyy",TRUE
2531774 Month,MMM,TRUE
2531774 Monthly Snowfall,mmss.SS,TRUE
2531784 Avg. Monthly Searches (exact match only),yy,TRUE
2531792 playtime,MMyyddHH,TRUE
2531803 Date,dd-MMM-yy,TRUE
2531807 Semester Hours,dd,TRUE
2531930 ArrTimeBlk,dd,TRUE
2531930 CRSElapsedTime,dd,TRUE
2531930 DepTimeBlk,,FALSE
2531931 Mes,MMMio,TRUE
2531952 Monthly,mm,TRUE
2531952 Several Times Daily,mm,TRUE
2532017 Branch wise daily data,Latur MM,TRUE
2532081 Gross domestic expenditures on  R&D as a percentage of GDP,ss.SS,TRUE
2532125 Month,MM,TRUE
2532173 BookingDate,dd.MM.yyyy,TRUE
2532261 Date,dd-MMM-yy,TRUE
2532270 DATA,ddMMyyyy,TRUE
2532272 Mesi preavviso,dd,TRUE
2532272 Ultimo canone emesso,HHmmss.SS,TRUE
2532458 __Ã_Â‰ÂŒÂ‹Ã_Â‰ÂŒÂÅÃ_Â‰ÂŒÂ‹Ã_Â€ÂŒÂ¢_Ã_Â‰ÂŒÃ§_Ã_Â€ÂŒÂ___Ã_Â‰ÂŒÂ‹Ã_Â‰ÂŒÂÅÃ_Â‰ÂŒÂ‹Ã_Â€ÂŒ_ _Ã_Â‰ÂŒÂ‚__ timelimit,,FALSE
2532490 Date Time,yyyy-MM-dd HH:mm:ss,TRUE
2532558 DATA_ATENDIMENTO,yyyyMM,TRUE
2532564 Latest_update,yyyy,TRUE
2532578 Time 2,HH.mm,TRUE
2532578 Time per Km,HH.mm,TRUE
2532584 interaction_time,yyyy-MM-dd HH:mm:ss.S,TRUE
2532613 datatype,,FALSE
2532618 Month,MMMM,TRUE
2532677 server_log_processing_time,mmss,TRUE
2532677 server_log_timestamp,yyyy-MM-ddTHH:mm:ss.SSSZ,TRUE
2532707 Candidate,,FALSE
2532713 Time ,HH:mm,TRUE
2532726 Data Provider,,FALSE
2532852 All - Median gross monthly salary (CZK),,FALSE
2532874 On time,yy,TRUE
2533242 edad_meses_paciente,dd,TRUE
2533298 Fecha_nacimiento_paciente,dd/MM/yyyy,TRUE
2533298 Fecha_nacimiento_profesional,dd/MM/yyyy,TRUE
2533298 mes_atenciÃ_Â€ÂŒÃ«_n,MM,TRUE
2533314 Jobs from new schemes,HHmm,TRUE
2533314 Number of New Schemes,dd,TRUE
2533314 Schemes Under construction in period,dd,TRUE
2533314 Total Number of Schemes,dd,TRUE
2533742 founded_month,yyyy-MM,TRUE
2533755 id_fecha,MMyy,TRUE
2533816 additional_time,mmss.SS,TRUE
2533816 PHP time,mmss.SS,TRUE
2533838 semestre,,FALSE
2533855 Data_Conta,dd/MM/yy,TRUE
2533855 Data_Pagamento,dd/MM/yy,TRUE
2533929 additional_time,mmss.SS,TRUE
2533929 PHP time,mmss.SS,TRUE
2533945 Assisted Living Homes,mmss,TRUE
2533945 Nursing Homes,MMyy,TRUE
2533977 Date,,FALSE
2534035 0 meses (0 dÃ_Â€ÂŒÃ«_as),yy,TRUE
2534035 0.1 a 0.5 meses (1-15 dÃ_Â€ÂŒÃ«_as),dd,TRUE
2534035 1.1 a 2.9 meses (31-90 dÃ_Â€ÂŒÃ«_as),mm,TRUE
2534035 3 a 5.9 meses (91-180 dÃ_Â€ÂŒÃ«_as),yy,TRUE
2534035 6 meses o mÃ_Â€ÂŒÃ«Ã_Â€ÂŒÂÅs (mayor a 180 dÃ_Â€ÂŒÃ«_as),yy,TRUE
2534035 Meses de Existencia Disponible,HH.mm,TRUE
2534063 Fecha,MM de diciembre,TRUE
2534066 perfumes,ss.SS,TRUE
2534136 datestring,yyyy_MM_dd_HH,TRUE
2534138 Date,ddth MMMM yyyy,TRUE
2534139 DATE,ddth MMMM yyyy,TRUE
2534165 interaction time dwell,HH.mm,TRUE
2534223 Data Item,,FALSE
2534235 DataValue,HHmmss.SS,TRUE
2534235 DataValue5YrChg,ss.SS,TRUE
2534235 DataValueWChg,ss.SS,TRUE
2534235 DataValueYoy,ss.SS,TRUE
2534263 W1_Hoofdteller (m3),HH.mm,TRUE
2534271 Total People Crimes,yy,TRUE
2534271 Total Property Crimes,MMyy,TRUE
2534305 Monthly Team Ave Pos-Neg,MM.yy,TRUE
2534318 Custom Data,,FALSE
2534581 Start Date,yyyy-MM-dd HH:mm:ss,TRUE
2534646 atur6a12mesos,MMyy,TRUE
2534646 aturmes12mesos,MMyy,TRUE
2534646 atur_homes(perc),ss.SS,TRUE
2534646 atur_homes,MMyy,TRUE
2534646 homes%,HH.mm,TRUE
2534646 homes,HHmmss,TRUE
2534732 Mes,yyMMMdd,TRUE
2534758 2000 Travel Time to Work in Minutes,mm to ss,TRUE
2534787 AlcoholMonth,ss.SS,TRUE
2534787 CigaretteMonth,HH.mm,TRUE
2534787 IllicitMonth,HH.mm,TRUE
2534787 IllicitNonMariMonth,HH.mm,TRUE
2534787 MarijuanaMonth,HH.mm,TRUE
2534787 Risk1PackDayMonth,ss.SS,TRUE
2534787 RiskBingeDrinkMonth,HH.mm,TRUE
2534787 RiskMarijuanaMonth,HH.mm,TRUE
2534787 TobaccoMonth,HH.mm,TRUE
2534794 ISSUE_DATE,dd/MMM/yyyy,TRUE
2534794 TRADE_DATE,yyyy-MM-dd,TRUE
2534830 CloseDate,dd-MMM,TRUE
2534874 PLAY TIME,MMyy,TRUE
2534874 REVENUE TO DATE,MMyyddHHmm,TRUE
2534911 ETD_MONTH_YEAR,MMM-yyyy,TRUE
2534932 Ã_Â‰ÂŒÃ«Ã_Â‰ÂŒÂèÃ_Â€ÂŒÃ®Ã_Â‰ÂŒÂèÃ_Â‰ÂŒÂ‚Ã_Â‰ÂŒ_Ã_Â‰ÂŒ_Ã_Â€ÂŒÃ¯Ã_Â‰ÂŒÃ‡Ã_Â‰ÂŒ_Ã_Â€ÂŒÂèÃ_Â€ÂŒÂ»,,FALSE
2534938 Monthly Price,mmss.SS,TRUE
2534954 % all time AP,ss.SS,TRUE
2534954 All Time AP,MMyyddHH,TRUE
2534954 Links Created,MMyy,TRUE
2534954 Max Time Field Held,ss.SS,TRUE
2534954 Max Time Link Maintained,ss.SS,TRUE
2534979 Reporting Date,yyyy,TRUE
2534989 Timeliness,MM.yy,TRUE
2535033 monthname,MMMM,TRUE
"2535264 document-link_titles (Results, outcomes, and outputs)",,FALSE
"2535264 document-link_urls (Results, outcomes, and outputs)",,FALSE
2535264 last-updated-datetime,yyyy-MM-ddTHH:mm:ss,TRUE
2535315 Date created,"dd MMM yyyy, HH:mm:ss",TRUE
2535315 Email Updates,,FALSE
2535315 Receive Updates,,FALSE
2535324 id_fecha,yyyy,TRUE
2535428 Mes,MMMM,TRUE
2535438 % de mestres formats per a secundaria,mmss.SS,TRUE
2535440 Ã_Â‰ÂŒÃ«Ã_Â‰ÂŒÂèÃ_Â€ÂŒÃ®Ã_Â‰ÂŒÂèÃ_Â‰ÂŒÂ‚Ã_Â‰ÂŒ_Ã_Â‰ÂŒ_Ã_Â€ÂŒÃ¯Ã_Â‰ÂŒÃ‡Ã_Â‰ÂŒ_Ã_Â€ÂŒÂèÃ_Â€ÂŒÂ»,MM/dd/yyyy,TRUE
2535468 id_fecha,MMyy,TRUE
2535472 id_fecha,MMyy,TRUE
2535593 Month,MMM,TRUE
2535599 Prevalencia mes (total paÃ_Â€ÂŒÃ«_s),MM.yy,TRUE
2535685 SpedbarnsdÃ_Â€ÂŒÃ«Ã_Â€ÂŒ_delighet per 1000 levendefÃ_Â€ÂŒÃ«Ã_Â€ÂŒ_dte (2013),ss.SS,TRUE
2535738 Domestic Migration,MMyy,TRUE
2535738 Health outcomes rank,yy,TRUE
2535738 Health outcomes score,MM.yy,TRUE
2535948 Month Year,MMM yyyy,TRUE
2535949 DTR_0,mmss.SS,TRUE
2535949 DTR_1,mmss.SS,TRUE
2535949 DTR_2,mmss.SS,TRUE
2535949 DTR_3,mmss.SS,TRUE
2535949 DTR_5,mmss.SS,TRUE
2535949 DTR_6,mmss.SS,TRUE
2536000 actual_completion_month,MM,TRUE
2536000 Award Date,"MMM dd, yyyy",TRUE
2536000 Award Publish Date,"MMM dd, yyyy",TRUE
2536000 Closing Date,"MMM dd, yyyy",TRUE
2536000 Contract End Date,"MMM dd, yyyy",TRUE
2536000 Notice to Proceed Date,"MMM dd, yyyy",TRUE
2536000 Publish Date,"MMM dd, yyyy",TRUE
2536000 Total Processing Time,MMyy,TRUE
2536107 TP_DAYTIME,HH.mm,TRUE
2536198 Start Time,yyyy-MM-dd HH:mm:ss.SSS,TRUE
2536213 People on CPA for 12 months with review,yyyy,TRUE
2536222 Created By,,FALSE
2536250 Fecha,dd MMM,TRUE
2536250 MES,MMM,TRUE
2536265 Month,yy,TRUE
"2536349 V0502_V-05-02,- Ã_Â€ÂŒÂ«Ã_Â€ÂŒÃ_Ha participado o participa en alguno durante los Ã_Â€ÂŒÃ«Ã_Â‰ÂŒ_ltimos 12 meses (Si contestan No, pasan a laÃ_Â€ÂŒÂ«Ã_Â€ÂŒ_ V-05-10)",,FALSE
2536372 DATE,MM/dd/yyyy,TRUE
2536432 Price Month,mmss.SS,TRUE
2536563 Datetime,MM/dd/yyyy hh:mm:ss a Z,TRUE
2536564 visitStartTime,<Unix>,TRUE
2536749 Investimentos (R$ Mi),mmss.SS,TRUE
2536770 CURRENT_TIME_STATUS_2,,FALSE
2536806 LifeStyle  I spend a lot of time visiting friends  (6-level agee disagree),ss.SS,TRUE
2536806 LifeStyle  Times entertained at home last year,ss.SS,TRUE
2536806 LifeStyle  Times volunteered last year,ss.SS,TRUE
2536868 SecondTierUtilization,ss.SS,TRUE
2536909 First 12 Month BOE (20),HHmmss.SS,TRUE
2536909 First 12 Month BOE (6),HHmmss.SS,TRUE
2536909 First 12 Month Gas,HHmmss,TRUE
2536909 First 12 Month Liquid,MMddyy,TRUE
2536909 First 12 Month Water,HHmmss,TRUE
2536909 Last 12 Month BOE (6),HHmmss.SS,TRUE
2536909 Last 12 Month Gas,MMyydd,TRUE
2536909 Last 12 Month Liquid,yyyy,TRUE
2536909 Last 12 Month Water,MMyydd,TRUE
2536941 data_bundle,,FALSE
2536941 Dec12_Data_events,MMyy,TRUE
2536941 Dec12_Data_Volume_MB,mmss.SS,TRUE
2536981 F_P_Time,,FALSE
2537001 brth_dt,yyyyMMdd,TRUE
2537001 dateOf40Day (Month   Day   Year),yyyyMMdd,TRUE
2537001 end_enr_dt,yyyyMMdd,TRUE
2537001 semester,,FALSE
2537029 periodtype,yy,TRUE
2537074 2007 AADT,HHmmss.SS,TRUE
2537074 2035 AADT,HHmmss.SS,TRUE
2537074 ACTIVITY12_ACTUAL_END_DATE,dd-MMM-yy,TRUE
2537074 ACTIVITY12_PLANNED_END_DATE,dd-MMM-yy,TRUE
2537074 ACTIVITY52_ACTUAL_END_DATE,dd-MMM-yy,TRUE
2537074 ACTIVITY52_PLANNED_END_DATE,dd-MMM-yy,TRUE
2537074 ACTIVITY79_ACTUAL_END_DATE,dd-MMM-yy,TRUE
2537074 ADDED_TIME,dd-MMM-yy,TRUE
2537074 AD_DATE,dd-MMM-yy,TRUE
2537074 ALLOCATION_DT,dd-MMM-yy,TRUE
2537074 AUTHORIZED_DT,dd-MMM-yy,TRUE
2537074 BOARD_APPROVAL_DT,dd-MMM-yy,TRUE
2537074 CN_COMP_DT,dd-MMM-yy,TRUE
2537074 CN_EXEC_DT,dd-MMM-yy,TRUE
2537074 CN_LET_DT,dd-MMM-yy,TRUE
2537074 CN_START_DT,dd-MMM-yy,TRUE
2537074 CONTRACT_DT,dd-MMM-yy,TRUE
2537074 DESIGN_DT,dd-MMM-yy,TRUE
2537074 ESTIMATE_DT,dd-MMM-yy,TRUE
2537074 EST_COMP_DT,dd-MMM-yy,TRUE
2537074 EXPEND_DT,dd-MMM-yy,TRUE
2537074 FED_ELIGIBILITY_EXCEPTION_DT,dd-MMM-yy,TRUE
2537074 FED_NONELIGIBLE_APPROVED_DT,dd-MMM-yy,TRUE
2537074 FPE_DT,dd-MMM-yy,TRUE
2537074 LAST_EDIT_TIME,dd-MMM-yy,TRUE
2537074 SYP_DT,yy-MMM-dd,TRUE
2537074 TIMESTAMP,dd-MMM-yy,TRUE
2537074 TRAFFIC_COUNT_DT,dd-MMM-yy,TRUE
2537076 OBYADToCompleteDays,yy,TRUE
2537103 Created,MM/dd/yyyy - HH:mm,TRUE
2537103 Impact  What is the impact of the work to date and expected impact in the future ,,FALSE
"2537103 Team  What roles does your team consist of (i.e. full-time vs. part-time staff, volunteers, board members, etc) and how do you ",,FALSE
2537103 Updated,MM/dd/yyyy - HH:mm,TRUE
2537103 What key learning outcomes does your work seek to improve ,,FALSE
2537150 not_voted_preferred_candidate,,FALSE
2537150 survey.month,yyyy.MM,TRUE
2537150 voted_preferred_candidate,,FALSE
2537156 Last Modified Date,,FALSE
2537218 Batch Review Data.Defects,mm,TRUE
2537227 Reported Drug Crimes,MMyy,TRUE
2537294 Month,MMMM,TRUE
2537355 datereported,dd/MM/yyyy,TRUE
2537355 responsetimemin,yy,TRUE
2537355 SD_StartTimeDesc,,FALSE
2537355 SD_StartTimeDeterminedBy,,FALSE
2537355 SsoTimeAgencyContacted,,FALSE
2537355 timereported,HH:mm,TRUE
2537355 updateUserAccountId,,FALSE
2537439 Deferrals Month (Stork),mmss.SS,TRUE
2537439 Monthly Production,,FALSE
2537452 Month,MMM-yy,TRUE
2537589 Data,ss.SS,TRUE
2537589 TimeFrame,ddMM-yyyy,TRUE
2537625 Non-Violent Crimes,MMyy,TRUE
2537625 Violent Crimes,yy,TRUE
